path,target,language,extension,loc_total,loc_nonempty,bytes,sha256,encoding,line_endings
analysis_output/runs/20260121-154559_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.stderr,prod,Unknown,.stderr,1,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,utf-8,none
analysis_output/runs/20260121-154559_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.stdout,prod,Unknown,.stdout,266,265,34372,3a7293fcfe229e0e9691e398d61daf1303e7acea6743e77e12a5e51a6c5761a5,utf-8,LF
analysis_output/runs/20260121-154559_b562249/reverse_call_matrix_full.json,prod,JSON,.json,137386,137386,4424695,6beb0edc3922b66535183ad3455353ea85dd4735eee21db0c06a3b5dc7688a60,utf-8,LF
analysis_output/runs/20260121-154559_b562249/reverse_call_matrix_internal.json,prod,JSON,.json,9420,9420,300126,f1166e9f608626c587563512d439869348aeee31b471391ada2eb0dcee697b15,utf-8,LF
analysis_output/runs/20260121-154559_b562249/tree.json,prod,JSON,.json,27074,27074,1202515,ff79ac1931355f7c8ec47d5d56e4ae471b3c97333c9c4d902a33841ab06f80e4,utf-8,LF
analysis_output/runs/20260121-154559_b562249/types.csv,prod,Unknown,.csv,608,607,79178,52895b23f4fd31bd155963d1a29f4cdef7992639b9b5e506eba7f53232e08896,utf-8,CRLF
analysis_output/runs/20260121-154559_b562249/unused_prod.csv,prod,Unknown,.csv,1383,1382,326275,fb7cb09a1d98d1dd100c0cfe9620b87b44829d232d0ec3c7c7c6e870046aaaec,utf-8,CRLF
analysis_output/runs/20260121-154559_b562249/unused_with_tests.csv,prod,Unknown,.csv,1386,1385,325156,726d3be283ad26006873187535c7d348fef5f382d4fa525af7509cc50be1e333,utf-8,CRLF
analysis_output/runs/20260121-154739_b562249/REPORT_20260121-154739_b562249.md,prod,Markdown,.md,85,74,2466,7ee959e3aaaf989aea7a15a49dc9f2de493d52707d9b0cb06dfcc160cdf4d395,utf-8,LF
analysis_output/runs/20260121-154739_b562249/call_matrix_full.json,prod,JSON,.json,133322,133322,3960690,ac9b3218a5f8d7670bf992bfff9c5f252e075f1f735ca850ca575a635f3acb23,utf-8,LF
analysis_output/runs/20260121-154739_b562249/call_matrix_internal.json,prod,JSON,.json,9582,9582,304338,198c29ebf9bfbc4e03a828cd10de4c8963d47330d93e983bce237c113e5b19c9,utf-8,LF
analysis_output/runs/20260121-154739_b562249/chain_breaks.csv,prod,Unknown,.csv,4,3,342,45d7f3d5a1266311f11f37072e73263f5ab24f5f728473365557494a04f86661,utf-8,CRLF
analysis_output/runs/20260121-154739_b562249/ci_summary.json,prod,JSON,.json,173,173,3643,549e1d6b2bee79466feb6954c234170ef9dd92398bda885dd7f0f87b872f9c55,utf-8,LF
analysis_output/runs/20260121-154739_b562249/dependency_inventory.csv,prod,Unknown,.csv,119,118,6750,2bbcb2d390d166cc86d048f860840b20d23a9be5911c2047f685e2134fb90dc6,utf-8,CRLF
analysis_output/runs/20260121-154739_b562249/diagnostics.json,prod,JSON,.json,32,32,732,b99a666d05e630012eef771d19652624de3d8cbee03744aaed5a34ced8044c02,utf-8,LF
analysis_output/runs/20260121-154739_b562249/edge_stats.json,prod,JSON,.json,14,14,270,3b276ee6f6168379696f9633594c316e0cd657527b816705e8df9f6b496a0b61,utf-8,LF
analysis_output/runs/20260121-154739_b562249/edges.csv,prod,Unknown,.csv,17735,17719,2477613,fd09d39697ddf3e59a7707b153c6e7a038e3dbc43043310e7ded8664733346dc,utf-8,mixed
analysis_output/runs/20260121-154739_b562249/entrypoints.csv,prod,Unknown,.csv,148,147,17053,1dbc977d53d05d2f9bbd2850ee9c991205f2b7bcf11aa4fcf135320fc1c3bb5f,utf-8,CRLF
analysis_output/runs/20260121-154739_b562249/files.csv,prod,Unknown,.csv,475,474,67768,f7f413e75aa96a5f07bf428442795e521ab39610a4f828348831307c2cdd641d,utf-8,CRLF
analysis_output/runs/20260121-154739_b562249/issues.csv,prod,Unknown,.csv,196,195,47335,40ceb1195425f3663cb7780b49e06e674ab1374366720069b541e4852fcd1d68,utf-8,CRLF
analysis_output/runs/20260121-154739_b562249/manifest.json,prod,JSON,.json,98,98,4335,eaf9badeab452e100e2c6e201d118ba60857832194711caa463889290b4ea63c,utf-8,LF
analysis_output/runs/20260121-154739_b562249/methods.csv,prod,Unknown,.csv,1579,1578,310841,75ab76a0cb05dda99147cf181ba918c4a2a90498f64d092a7838f009066f6c66,utf-8,CRLF
analysis_output/runs/20260121-154739_b562249/parse_errors.csv,prod,Unknown,.csv,202,201,42702,721f2db17f58e386b6aac3d4df3ed566eb85f86a95772f0fcb6cc03065fbab24,utf-8,CRLF
analysis_output/runs/20260121-154739_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.exitcode,prod,Unknown,.exitcode,1,1,1,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,utf-8,none
analysis_output/runs/20260121-154739_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.stderr,prod,Unknown,.stderr,1,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,utf-8,none
analysis_output/runs/20260121-154739_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.stdout,prod,Unknown,.stdout,266,265,34372,3a7293fcfe229e0e9691e398d61daf1303e7acea6743e77e12a5e51a6c5761a5,utf-8,LF
analysis_output/runs/20260121-154739_b562249/reverse_call_matrix_full.json,prod,JSON,.json,137386,137386,4424695,6beb0edc3922b66535183ad3455353ea85dd4735eee21db0c06a3b5dc7688a60,utf-8,LF
analysis_output/runs/20260121-154739_b562249/reverse_call_matrix_internal.json,prod,JSON,.json,9420,9420,300126,f1166e9f608626c587563512d439869348aeee31b471391ada2eb0dcee697b15,utf-8,LF
analysis_output/runs/20260121-154739_b562249/tree.json,prod,JSON,.json,27074,27074,1202515,ff79ac1931355f7c8ec47d5d56e4ae471b3c97333c9c4d902a33841ab06f80e4,utf-8,LF
analysis_output/runs/20260121-154739_b562249/types.csv,prod,Unknown,.csv,608,607,79178,52895b23f4fd31bd155963d1a29f4cdef7992639b9b5e506eba7f53232e08896,utf-8,CRLF
analysis_output/runs/20260121-154739_b562249/unused_prod.csv,prod,Unknown,.csv,1383,1382,326275,fb7cb09a1d98d1dd100c0cfe9620b87b44829d232d0ec3c7c7c6e870046aaaec,utf-8,CRLF
analysis_output/runs/20260121-154739_b562249/unused_with_tests.csv,prod,Unknown,.csv,1386,1385,325156,726d3be283ad26006873187535c7d348fef5f382d4fa525af7509cc50be1e333,utf-8,CRLF
analysis_output/runs/20260121-155404_b562249/REPORT_20260121-155404_b562249.md,prod,Markdown,.md,86,75,2544,c69b5f33da0135ccd9d9dc236ce878ceb596dbeb76bc67a752ffefe2cf08723b,utf-8,LF
analysis_output/runs/20260121-155404_b562249/call_matrix_full.json,prod,JSON,.json,133322,133322,3960690,ac9b3218a5f8d7670bf992bfff9c5f252e075f1f735ca850ca575a635f3acb23,utf-8,LF
analysis_output/runs/20260121-155404_b562249/call_matrix_internal.json,prod,JSON,.json,9582,9582,304338,198c29ebf9bfbc4e03a828cd10de4c8963d47330d93e983bce237c113e5b19c9,utf-8,LF
analysis_output/runs/20260121-155404_b562249/chain_breaks.csv,prod,Unknown,.csv,4,3,342,45d7f3d5a1266311f11f37072e73263f5ab24f5f728473365557494a04f86661,utf-8,CRLF
analysis_output/runs/20260121-155404_b562249/ci_summary.json,prod,JSON,.json,174,174,3676,a889f5de5a194d85ba5d9f471b7c75338dfe447ffbee6e109e71ade65eb04916,utf-8,LF
analysis_output/runs/20260121-155404_b562249/dependency_inventory.csv,prod,Unknown,.csv,125,124,7090,8cc62db860a0d6175863319ca43ebfa207b2037371edf1972de026bd5fb599dd,utf-8,CRLF
analysis_output/runs/20260121-155404_b562249/diagnostics.json,prod,JSON,.json,32,32,732,4cd9e9823d9ae7f716d73d8750f9cbdc62b4256507dc2fc97611643d66da6fbd,utf-8,LF
analysis_output/runs/20260121-155404_b562249/edge_stats.json,prod,JSON,.json,14,14,270,3b276ee6f6168379696f9633594c316e0cd657527b816705e8df9f6b496a0b61,utf-8,LF
analysis_output/runs/20260121-155404_b562249/edges.csv,prod,Unknown,.csv,17735,17719,2477613,fd09d39697ddf3e59a7707b153c6e7a038e3dbc43043310e7ded8664733346dc,utf-8,mixed
analysis_output/runs/20260121-155404_b562249/entrypoints.csv,prod,Unknown,.csv,148,147,17053,1dbc977d53d05d2f9bbd2850ee9c991205f2b7bcf11aa4fcf135320fc1c3bb5f,utf-8,CRLF
analysis_output/runs/20260121-155404_b562249/files.csv,prod,Unknown,.csv,476,475,67900,1816cff4e1cd7d97c4ddf25c81070c36ade4ae2bf4439530a4a6f2c08c1183bb,utf-8,CRLF
analysis_output/runs/20260121-155404_b562249/issues.csv,prod,Unknown,.csv,451,450,103436,b233e5f9a5e89e24c1212cc0ec1441188dc3886cf076bf7ed7c5d3fa3a728015,utf-8,CRLF
analysis_output/runs/20260121-155404_b562249/manifest.json,prod,JSON,.json,110,110,5031,57d25e3c031e19bf205d542c7549bc01449dec3b624013bae687a39acfa6f78f,utf-8,LF
analysis_output/runs/20260121-155404_b562249/methods.csv,prod,Unknown,.csv,1579,1578,310841,75ab76a0cb05dda99147cf181ba918c4a2a90498f64d092a7838f009066f6c66,utf-8,CRLF
analysis_output/runs/20260121-155404_b562249/parse_errors.csv,prod,Unknown,.csv,202,201,42702,721f2db17f58e386b6aac3d4df3ed566eb85f86a95772f0fcb6cc03065fbab24,utf-8,CRLF
analysis_output/runs/20260121-155404_b562249/raw_tool_outputs/eslint/npx_eslint_src___ts_tsx_js_jsx___format_json.exitcode,prod,Unknown,.exitcode,1,1,1,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,utf-8,none
analysis_output/runs/20260121-155404_b562249/raw_tool_outputs/eslint/npx_eslint_src___ts_tsx_js_jsx___format_json.stderr,prod,Unknown,.stderr,1,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,utf-8,none
analysis_output/runs/20260121-155404_b562249/raw_tool_outputs/eslint/npx_eslint_src___ts_tsx_js_jsx___format_json.stdout,prod,Unknown,.stdout,2,1,1023737,4982e7fa49f059e757838358fa3e76ef59492c4f336d777e9b0b3ced027ddd0b,utf-8,LF
analysis_output/runs/20260121-155404_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.exitcode,prod,Unknown,.exitcode,1,1,1,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,utf-8,none
analysis_output/runs/20260121-155404_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.stderr,prod,Unknown,.stderr,1,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,utf-8,none
analysis_output/runs/20260121-155404_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.stdout,prod,Unknown,.stdout,266,265,34372,3a7293fcfe229e0e9691e398d61daf1303e7acea6743e77e12a5e51a6c5761a5,utf-8,LF
analysis_output/runs/20260121-155404_b562249/reverse_call_matrix_full.json,prod,JSON,.json,137386,137386,4424695,6beb0edc3922b66535183ad3455353ea85dd4735eee21db0c06a3b5dc7688a60,utf-8,LF
analysis_output/runs/20260121-155404_b562249/reverse_call_matrix_internal.json,prod,JSON,.json,9420,9420,300126,f1166e9f608626c587563512d439869348aeee31b471391ada2eb0dcee697b15,utf-8,LF
analysis_output/runs/20260121-155404_b562249/tree.json,prod,JSON,.json,27083,27083,1202781,ba103c9001e3a7c39ef650dd9c2cfb0f702745bc736877dbc05f41e1132342cb,utf-8,LF
analysis_output/runs/20260121-155404_b562249/types.csv,prod,Unknown,.csv,608,607,79178,52895b23f4fd31bd155963d1a29f4cdef7992639b9b5e506eba7f53232e08896,utf-8,CRLF
analysis_output/runs/20260121-155404_b562249/unused_prod.csv,prod,Unknown,.csv,1383,1382,326275,fb7cb09a1d98d1dd100c0cfe9620b87b44829d232d0ec3c7c7c6e870046aaaec,utf-8,CRLF
analysis_output/runs/20260121-155404_b562249/unused_with_tests.csv,prod,Unknown,.csv,1386,1385,325156,726d3be283ad26006873187535c7d348fef5f382d4fa525af7509cc50be1e333,utf-8,CRLF
analysis_output/runs/20260121-160255_b562249/REPORT_20260121-160255_b562249.md,prod,Markdown,.md,86,75,2547,ab3aa52833ebcb1ab3b46b10b5ed570ab5b7750af9d4de8d2ca4ce1a493f6aa4,utf-8,LF
analysis_output/runs/20260121-160255_b562249/call_matrix_full.json,prod,JSON,.json,133322,133322,3960690,759a194a78e6b109996d15ffb53c64df67f58394037c8629b24cefc5c66b731a,utf-8,LF
analysis_output/runs/20260121-160255_b562249/call_matrix_internal.json,prod,JSON,.json,9582,9582,304338,7cf40621d2d19116b307d4f086138054325985545c59c331d926bf7c1c8f31b5,utf-8,LF
analysis_output/runs/20260121-160255_b562249/chain_breaks.csv,prod,Unknown,.csv,4,3,342,45d7f3d5a1266311f11f37072e73263f5ab24f5f728473365557494a04f86661,utf-8,CRLF
analysis_output/runs/20260121-160255_b562249/ci_summary.json,prod,JSON,.json,174,174,3678,dfd43f64e4bbf643d1dcb307eed3dd86538cadec2865bd2b0db328bb3b661774,utf-8,LF
analysis_output/runs/20260121-160255_b562249/dependency_inventory.csv,prod,Unknown,.csv,126,125,7154,c45bb57172401c73d041da3cca3513d325c425353c229238045937c0dd058c01,utf-8,CRLF
analysis_output/runs/20260121-160255_b562249/diagnostics.json,prod,JSON,.json,32,32,732,4cd9e9823d9ae7f716d73d8750f9cbdc62b4256507dc2fc97611643d66da6fbd,utf-8,LF
analysis_output/runs/20260121-160255_b562249/edge_stats.json,prod,JSON,.json,14,14,270,3b276ee6f6168379696f9633594c316e0cd657527b816705e8df9f6b496a0b61,utf-8,LF
analysis_output/runs/20260121-160255_b562249/edges.csv,prod,Unknown,.csv,17735,17719,2477613,46457112465763cbd38a47267eaab2c3d8c0b7473608529c0dc0f802c35017d5,utf-8,mixed
analysis_output/runs/20260121-160255_b562249/entrypoints.csv,prod,Unknown,.csv,148,147,17053,1dbc977d53d05d2f9bbd2850ee9c991205f2b7bcf11aa4fcf135320fc1c3bb5f,utf-8,CRLF
analysis_output/runs/20260121-160255_b562249/files.csv,prod,Unknown,.csv,476,475,67900,73ff37765af03d519f185f19a5f06c107bc694492918b3ec652857aa22863cef,utf-8,CRLF
analysis_output/runs/20260121-160255_b562249/issues.csv,prod,Unknown,.csv,642,612,121336,a2210083a4b46026561c6230e06e13c035fdd6f1c02a3ae4f63f2510b60e17eb,utf-8,mixed
analysis_output/runs/20260121-160255_b562249/manifest.json,prod,JSON,.json,110,110,5031,7137c9c81aa1558322485795d9a489bb28577ddf18bb07cf2974dee21fde1c37,utf-8,LF
analysis_output/runs/20260121-160255_b562249/methods.csv,prod,Unknown,.csv,1579,1578,310841,18a16d3b8e67d5c7c95b175f19a2d7914c33c9d141a11186a879944860d4b2d9,utf-8,CRLF
analysis_output/runs/20260121-160255_b562249/parse_errors.csv,prod,Unknown,.csv,202,201,42702,721f2db17f58e386b6aac3d4df3ed566eb85f86a95772f0fcb6cc03065fbab24,utf-8,CRLF
analysis_output/runs/20260121-160255_b562249/raw_tool_outputs/eslint/npx_eslint_src___ts_tsx_js_jsx___format_json.exitcode,prod,Unknown,.exitcode,1,1,1,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,utf-8,none
analysis_output/runs/20260121-160255_b562249/raw_tool_outputs/eslint/npx_eslint_src___ts_tsx_js_jsx___format_json.stderr,prod,Unknown,.stderr,1,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,utf-8,none
analysis_output/runs/20260121-160255_b562249/raw_tool_outputs/eslint/npx_eslint_src___ts_tsx_js_jsx___format_json.stdout,prod,Unknown,.stdout,2,1,1093519,98cb3941bbf1fb5c3f2f686cc7749dba44bf4bcac94c8b5c89c2dfcd1cab2c90,utf-8,LF
analysis_output/runs/20260121-160255_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.exitcode,prod,Unknown,.exitcode,1,1,1,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,utf-8,none
analysis_output/runs/20260121-160255_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.stderr,prod,Unknown,.stderr,1,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,utf-8,none
analysis_output/runs/20260121-160255_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.stdout,prod,Unknown,.stdout,266,265,34372,3a7293fcfe229e0e9691e398d61daf1303e7acea6743e77e12a5e51a6c5761a5,utf-8,LF
analysis_output/runs/20260121-160255_b562249/reverse_call_matrix_full.json,prod,JSON,.json,137386,137386,4424695,7bbbe1d8733680b0bcd7a04b498fab3155d96bb70e1f63c9ffa86656d8c0dc71,utf-8,LF
analysis_output/runs/20260121-160255_b562249/reverse_call_matrix_internal.json,prod,JSON,.json,9420,9420,300126,b30f1cf3e964421bdc24dc7f34bc7b5978af4db9162b6b8adaa3e167d3f611a3,utf-8,LF
analysis_output/runs/20260121-160255_b562249/tree.json,prod,JSON,.json,27083,27083,1202781,b54299ae542de0384af893e01575e4ecefe740d996a63e17a05f42d53a6b2e53,utf-8,LF
analysis_output/runs/20260121-160255_b562249/types.csv,prod,Unknown,.csv,608,607,79178,52895b23f4fd31bd155963d1a29f4cdef7992639b9b5e506eba7f53232e08896,utf-8,CRLF
analysis_output/runs/20260121-160255_b562249/unused_prod.csv,prod,Unknown,.csv,1383,1382,326275,cc2a4acf36eb5d30365ae7c81b29333fee49cfbf7d864e60769511706524f351,utf-8,CRLF
analysis_output/runs/20260121-160255_b562249/unused_with_tests.csv,prod,Unknown,.csv,1386,1385,325156,5cdc6d2076a6a3ae2cc79456d1ef2c6711ea61ef99d0d6259bd0552fc3ea7db8,utf-8,CRLF
analysis_output/runs/20260121-175141_b562249/raw_tool_outputs/eslint/npx_eslint_src___ts_tsx_js_jsx___format_json.exitcode,prod,Unknown,.exitcode,1,1,1,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,utf-8,none
analysis_output/runs/20260121-175141_b562249/raw_tool_outputs/eslint/npx_eslint_src___ts_tsx_js_jsx___format_json.stderr,prod,Unknown,.stderr,9,4,155,2f713c0b8f9b4e67c50313a6d76d0b3ca51e7ec7080cc2eb545eeac2b0db5c9e,utf-8,LF
analysis_output/runs/20260121-175141_b562249/raw_tool_outputs/eslint/npx_eslint_src___ts_tsx_js_jsx___format_json.stdout,prod,Unknown,.stdout,1,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,utf-8,none
analysis_output/runs/20260121-175141_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.exitcode,prod,Unknown,.exitcode,1,1,1,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,utf-8,none
analysis_output/runs/20260121-175141_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.stderr,prod,Unknown,.stderr,1,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,utf-8,none
analysis_output/runs/20260121-175141_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.stdout,prod,Unknown,.stdout,1,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,utf-8,none
analysis_output/runs/20260121-175207_b562249/call_matrix_full.json,prod,JSON,.json,137720,137720,4096821,a59eaeddd83613a22de933eb6ef996fb14ebaf982c290936bdf66f1b446ef334,utf-8,LF
analysis_output/runs/20260121-175207_b562249/call_matrix_internal.json,prod,JSON,.json,17070,17070,540864,eaf65240c22337fa295f2c0f1c0d5941c516e4b0c99679b79f029339b9f12c2f,utf-8,LF
analysis_output/runs/20260121-175207_b562249/chain_breaks.csv,prod,Unknown,.csv,1743,1742,262236,f13baa0618bb0f30d3fecaaf11fef3ee2f494a4b345d74521d414f1683e40357,utf-8,CRLF
analysis_output/runs/20260121-175207_b562249/dependency_inventory.csv,prod,Unknown,.csv,126,125,7154,c45bb57172401c73d041da3cca3513d325c425353c229238045937c0dd058c01,utf-8,CRLF
analysis_output/runs/20260121-175207_b562249/edge_stats.json,prod,JSON,.json,14,14,268,cb42c101a2991b6c2a549edce8a62ff4ecd816f5f4ad21153c08db0a35bdec30,utf-8,LF
analysis_output/runs/20260121-175207_b562249/edges.csv,prod,Unknown,.csv,17996,17980,2528393,6d1252fda2c1ce0904ad06e44b031fbb6475ba2cd46b89e4ef231e3936141580,utf-8,mixed
analysis_output/runs/20260121-175207_b562249/entrypoints.csv,prod,Unknown,.csv,202,201,23116,8f325ce926d070ac88d9d99839b62026ea6016f3bf481c97989e7a5c64fa3ff0,utf-8,CRLF
analysis_output/runs/20260121-175207_b562249/files.csv,prod,Unknown,.csv,668,667,101872,c0b64c65b65af619047133869d4f1ac202c76f6dbb85ac378f83e367379ef5c3,utf-8,CRLF
analysis_output/runs/20260121-175207_b562249/issues.csv,prod,Unknown,.csv,2,1,133,17ce28a641c8ddd0a9d73cc83d3706125769b18ddf1b20ff4bcfa3d9a2f9239b,utf-8,CRLF
analysis_output/runs/20260121-175207_b562249/methods.csv,prod,Unknown,.csv,3112,3111,538564,6d5ebe7757ec011e842736ad00859ec14bdc476613f6b65753e84f10370e730f,utf-8,CRLF
analysis_output/runs/20260121-175207_b562249/parse_errors.csv,prod,Unknown,.csv,2,1,66,97234ee8d1792bb7ec22ada1a4c454a8e3b80d057f37594661e344cc64e8fc67,utf-8,CRLF
analysis_output/runs/20260121-175207_b562249/raw_tool_outputs/eslint/npx_eslint_src___ts_tsx_js_jsx___format_json.exitcode,prod,Unknown,.exitcode,1,1,1,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,utf-8,none
analysis_output/runs/20260121-175207_b562249/raw_tool_outputs/eslint/npx_eslint_src___ts_tsx_js_jsx___format_json.stderr,prod,Unknown,.stderr,9,4,155,2f713c0b8f9b4e67c50313a6d76d0b3ca51e7ec7080cc2eb545eeac2b0db5c9e,utf-8,LF
analysis_output/runs/20260121-175207_b562249/raw_tool_outputs/eslint/npx_eslint_src___ts_tsx_js_jsx___format_json.stdout,prod,Unknown,.stdout,1,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,utf-8,none
analysis_output/runs/20260121-175207_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.exitcode,prod,Unknown,.exitcode,1,1,1,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,utf-8,none
analysis_output/runs/20260121-175207_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.stderr,prod,Unknown,.stderr,1,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,utf-8,none
analysis_output/runs/20260121-175207_b562249/raw_tool_outputs/tsc/npx_tsc__noEmit__p_tsconfig_json.stdout,prod,Unknown,.stdout,1,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,utf-8,none
analysis_output/runs/20260121-175207_b562249/reverse_call_matrix_full.json,prod,JSON,.json,139514,139514,4497760,b03db28db5f74486cdb327a114b874d2503c233c806c7438ca514dbd799c8981,utf-8,LF
analysis_output/runs/20260121-175207_b562249/reverse_call_matrix_internal.json,prod,JSON,.json,16382,16382,522976,ace31fc2aba7c030bab3fa9a23f4914eff63c806b91b682d10bba0f000427d23,utf-8,LF
analysis_output/runs/20260121-175207_b562249/types.csv,prod,Unknown,.csv,604,603,78656,cf72cafacd78a5e2f46139bb6599b18e2ebf597201b4f977a353609da5c6c330,utf-8,CRLF
analysis_output/runs/20260121-175207_b562249/unused_prod.csv,prod,Unknown,.csv,3110,3109,583542,ca48a9c9a5ca72012e44ddf1e6e6a9677a9013a46153e3c911426278af8e8489,utf-8,CRLF
analysis_output/runs/20260121-175207_b562249/unused_with_tests.csv,prod,Unknown,.csv,2851,2850,528969,9674b015f19994347b3cd55f8d0ceea81f848dcc9ce7864f772770e03ff78064,utf-8,CRLF
backend/.env,prod,Unknown,,77,63,1860,68dcd2c71135d8293bb501f7956f2121ea2f2b58bec57d78ba9705972c8bcf36,utf-8,LF
backend/.env.example,prod,Unknown,.example,162,136,4251,f347f99ba46b75cc1567402852b5020ca7ca871958bb7edd240d7b98e11981e0,utf-8,LF
backend/README.md,prod,Markdown,.md,122,104,9076,a11bb78ef3e913714aa40515f0d5ec0126fd3c63c67012cc94662d3e87198182,utf-8,LF
backend/TIMEOUT_FIXES_SUMMARY.md,prod,Markdown,.md,181,147,5889,c0494a2aa53309679f28231b917c47e19e5937b71f51a6963dde91cf54dbd9e0,utf-8,LF
backend/alembic.ini,prod,INI,.ini,91,69,2334,2e1d006a80d4e7c045820a6d56a4ecdd1c6b1a258ffeb1ea9ee49cc0f2d23cbf,utf-8,LF
backend/alembic/env.py,prod,Python,.py,69,51,1955,88ea0078857331c162e76be1f12b8a06181eeb0fcc1c54ec1ecdb11ef35e8a61,utf-8,LF
backend/alembic/script.py.mako,prod,Unknown,.mako,24,17,509,a2bb1a2132171a5317a0bbf06e2a099597e6388fb9d970ea0850232facad3a4f,utf-8,LF
backend/alembic/versions/0001_iter1_extensions.py,prod,Python,.py,76,59,2253,82f57727ba891c75e400b4a4635976e472bc513a67a1e2407f56da5211d23683,utf-8,LF
backend/alembic/versions/005_add_jira_field_mappings.py,prod,Python,.py,172,144,6403,787349983b46d94bd2155a953c39e966d57f018b5cd7a91935b7c317b58811fb,utf-8,LF
backend/alembic/versions/006_add_pr_indexes.py,prod,Python,.py,24,16,742,bf0337bbaa21747781d269a5f30e7da54c81a36af378ff1543f905dfbd8311c8,utf-8,LF
backend/alembic/versions/007_add_sprint_wip_limit.py,prod,Python,.py,32,22,782,d08f96bbe148c170430a778542755d02c4e34ab929e7561900bda47d4ed201f7,utf-8,LF
backend/alembic/versions/008_add_business_value_audit.py,prod,Python,.py,65,50,2207,840793090f1c4fcea4bee633978d499200d09a4806ffefe81259fa4249e061c9,utf-8,LF
backend/alembic/versions/009_add_task_indexes.py,prod,Python,.py,25,16,619,d93c1805976e77a5ddf190e46bfee2b81db03832e11544ca095ad4231ae20c6e,utf-8,LF
backend/alembic/versions/010_add_performance_indexes.py,prod,Python,.py,64,47,1826,5c8cf0df716587823d2c79ebadaa79bbca23fe48e292cb8560d04c18149492b1,utf-8,LF
backend/alembic/versions/011_add_traceability_tables.py,prod,Python,.py,119,101,6096,291dbe0b8e6814408b1a6802dae12709e18d523f76638fc33ddf412394df150e,utf-8,LF
backend/alembic/versions/012_add_sprint_indexes.py,prod,Python,.py,62,49,1471,fa7440d73930588624f3766bb71fa21f6577356f785900f513cfda33820aee07,utf-8,LF
backend/alembic/versions/013_optimize_tasks_query_indexes.py,prod,Python,.py,94,77,2670,48210b85b6017f249ce8fc371953c6dc16dc33854e9f36215625ed480a076e8b,utf-8,LF
backend/alembic/versions/014_create_integration_settings_table.py,prod,Python,.py,55,42,2026,c0fd6a0ed69ddf4b404c28364cbeccf81e8cc5ee0b2bea096804606281cee480,utf-8,LF
backend/alembic/versions/015_add_project_repositories.py,prod,Python,.py,58,45,2378,c6528e4542ed72253bb31e13fdfd53a7943f0e0a292cf38937883c2335940848,utf-8,LF
